Patient ID,First Name,Last Name,Date of Birth,Gender,SSN,Phone Number,Medical Condition,Medication,Street Address,City,State,Zip Code
P687432,Thomas,Erickson,1998-08-24,Female,227-88-7200,318-295-7729,Flu,Gliclazide,32624 Corey Ports,Jeffreyborough,AR,02404
P935739,Rachel,West,1950-06-05,Female,561-88-7132,452-893-3547,Arthritis,Zanamivir,723 Morrison Canyon Suite 281,Jordanbury,VI,65558
P832005,Charles,Walter,1985-06-01,Male,143-16-6486,774-202-8321,Flu,Fluticasone,3171 Jeffrey Knoll Apt. 647,Donnaborough,VT,81230
P782275,Ralph,Patterson,1947-02-02,Male,737-90-5994,344-988-5633,High Cholesterol,Losartan,5991 Jessica Course Apt. 695,Suarezborough,MH,36612
P867114,Candice,Hines,1980-07-24,Female,299-54-8034,367-983-2028,Acid Reflux,Oseltamivir,126 Williams Prairie,East Rita,GU,29455
P961668,Patricia,Powell,1984-12-04,Male,317-01-0702,789-562-7435,Arthritis,Montelukast,1381 Daniel Walk Suite 993,Lake Devonborough,SD,64678
P592041,Megan,Snow,1971-09-05,Female,806-56-7228,594-266-9911,High Cholesterol,Propranolol,2426 Alicia Burg,Emilyfort,CA,60151
P584348,Patrick,Higgins,1995-07-15,Female,508-07-4282,581-234-8363,Acid Reflux,Topiramate,7139 Mclean Land,Bethville,NE,51109
P154386,Terri,Benson,1962-04-07,Female,150-09-1337,908-809-0100,Allergies,Propranolol,5972 Lisa Island Apt. 850,Mcdanielfort,HI,25732
P575603,Elizabeth,Edwards,2001-04-09,Male,652-72-0720,582-932-2908,Arthritis,Guaifenesin,95708 Adam Cliffs Apt. 384,Gonzalesmouth,MS,67757
P257362,Amber,Holloway,1946-09-05,Male,308-85-8493,790-656-2784,Allergies,Sertraline,06439 Jesse Squares Suite 649,Port Chaseside,SD,25250
P270840,Terri,Jones,2001-05-05,Male,352-01-5529,992-619-5888,Arthritis,Loratadine,72372 Ashley Road,East Kimberly,ME,53218
P685390,John,Harrison,1950-10-05,Female,241-21-7139,487-599-1588,Hypertension,Gliclazide,73966 Mercedes Run,Thomaston,OH,51167
P895281,Thomas,Bryan,1951-03-27,Female,129-54-8691,264-670-1539,Insomnia,Insulin,8200 Fernando Parks Suite 277,Sandraport,MO,07945
P680582,Timothy,Arnold,1946-12-12,Male,441-48-2855,711-637-7983,Diabetes,Escitalopram,215 Norman Plain Suite 483,East Kentbury,SC,49159
P629978,Samuel,Smith,1961-12-07,Female,450-52-6125,291-466-1824,Hypertension,Ibuprofen,8285 Reed Underpass,Jeremyborough,VT,16639
P512816,Kenneth,Schmidt,1977-01-14,Male,647-75-4739,738-896-0225,High Cholesterol,Dextromethorphan,9139 Rios Way,Williamsshire,TN,57802
P4313,Michael,Davis,1951-01-20,Female,310-03-7213,702-995-4849,Asthma,Loratadine,635 Joshua Mountains,Turnerstad,CO,87913
P914023,Barbara,Merritt,1967-04-01,Female,509-77-7415,306-281-3968,Migraine,Topiramate,6806 Daniel Green,West April,OH,41480
P615547,Benjamin,Wallace,1943-08-13,Male,256-23-8710,204-567-9867,Migraine,Escitalopram,91061 John Springs,Adamsbury,AZ,63927
P632005,Laura,Prince,1997-07-24,Female,059-18-7650,895-278-9448,High Cholesterol,Montelukast,58464 Ellis Haven Apt. 078,Adamfurt,MO,12084
P743074,Ashlee,Mcmillan,1956-09-08,Female,586-26-8714,830-510-8448,Insomnia,Insulin,972 Barnes Street Suite 707,West Marcia,AR,39406
P235711,Lauren,Johnson,1950-08-28,Male,206-36-5416,968-458-5266,Acid Reflux,Simvastatin,183 Williams Pine,South Cheyenneton,MS,50676
P285141,Alexander,Edwards,2000-01-06,Female,711-91-2424,714-942-5641,Cough,Loratadine,9305 Mark Islands,Lake William,HI,01416
P978538,Rebecca,Kidd,1983-11-15,Female,049-68-7835,632-200-5333,Flu,Topiramate,3386 Kathleen Route,Eileenton,ND,25191
P581255,Roberto,Williams,1984-01-01,Male,086-02-3003,408-371-7947,Acid Reflux,Fluoxetine,62142 Amanda Isle,Webbchester,PW,60469
P108121,James,Owens,2002-07-12,Female,117-11-3633,211-642-9182,Asthma,Gliclazide,8435 Wood Crescent,Hansonfort,ID,26332
P622798,Samantha,Kelly,1981-11-24,Male,632-34-9362,204-804-8354,Arthritis,Ranitidine,78879 Anna Course,Kimside,HI,16779
P470243,Brittany,Garcia,1971-01-21,Male,702-91-8603,969-363-2575,Asthma,Fexofenadine,7616 Chase Road,West Lisashire,MP,20355
P272154,Brent,Martin,1979-03-15,Male,464-40-2060,473-972-5934,Allergies,Zolpidem,199 Pineda Trail Apt. 554,Port Bradleyburgh,CT,11008
P365300,Cynthia,Cameron,1995-01-17,Female,042-93-5216,662-503-4406,Migraine,Trazodone,88585 Lambert Key,Zacharyfurt,TN,15132
P90140,Ashley,Bowman,1967-11-05,Female,489-05-9123,691-433-1120,Acid Reflux,Peramivir,5769 Thompson Forge Suite 543,Downsmouth,TN,05050
P490164,Christopher,Burke,1952-07-08,Male,075-19-4371,555-995-7115,Allergies,Atorvastatin,408 Krista Wall,New Stephanie,IN,58111
P798271,Cheryl,Jensen,1984-07-29,Male,229-42-4649,409-673-2388,Acid Reflux,Ranitidine,0525 Soto Curve Apt. 534,New John,MI,17014
P486192,Monica,White,1987-09-18,Male,467-72-1263,982-338-9056,Depression,Cetirizine,930 Howard Causeway Suite 748,Lake Martin,IA,51033
P388887,Martin,Kelly,1969-01-16,Female,159-10-3457,599-981-5001,Cough,Gliclazide,598 Campbell Mall,Christopherport,DE,21794
P290515,Deborah,Durham,1993-01-15,Female,376-87-1059,269-968-4290,Arthritis,Atorvastatin,5750 Santos Tunnel Apt. 756,Robertstad,GU,44853
P348026,Brooke,White,1969-07-17,Male,301-81-9344,424-341-4973,Insomnia,Fexofenadine,437 Lutz Valley Apt. 887,Jonathanhaven,AR,47944
P376157,Michael,Brown,1984-01-01,Female,086-02-3003,689-855-0102,Allergies,Omeprazole,62142 Amanda Isle,Webbchester,PW,60469
P637820,Paul,Jackson,1959-04-30,Male,678-88-1128,924-966-2116,Insomnia,Naproxen,8460 Calhoun Avenue,Aaronview,MN,01471
P877635,Timothy,Hopkins,1981-01-28,Male,861-36-2334,611-859-8283,Insomnia,Fluoxetine,147 Flores Common,Lake Marthaland,NE,88204
P296453,Joann,Eaton,1963-02-14,Female,725-79-0110,587-885-2938,High Cholesterol,Albuterol,4599 Teresa Knoll Suite 006,North Charlesville,AZ,65691
P317433,Peggy,Hebert,1992-01-09,Female,735-65-8035,517-847-1986,Migraine,Doxepin,952 Zachary Station,Martinezshire,ID,52483
P35668,Mary,Hawkins,1980-11-26,Male,803-84-0013,452-731-7368,Cough,Oseltamivir,898 Bowen Turnpike,North Nicholas,UT,66526
P888311,Kara,Pham,1955-09-29,Female,190-38-4780,571-849-9236,Allergies,Oseltamivir,4038 Yang Square Apt. 660,Thompsonberg,MN,24973
P71167,Victoria,Bowman,1988-10-24,Male,052-32-9465,222-557-6182,Flu,Ranitidine,82429 Michael Mountain Suite 319,Stevenshire,GA,01876
P624299,Christine,Wheeler,1987-11-04,Male,521-91-9276,249-426-5376,Arthritis,Rosuvastatin,15467 Heather Ranch Suite 171,Lake Angelastad,NE,03510
P53254,Heather,Hull,1972-07-13,Female,566-48-3450,670-452-5375,Acid Reflux,Escitalopram,855 Jackie Plain Apt. 131,Hayesborough,AR,54379
P451551,Ashley,Thomas,1984-11-20,Male,611-56-7370,488-386-8382,Asthma,Amlodipine,733 Kelly Ville,Davisland,WA,81179
P367754,Lindsey,Lynch,1969-02-02,Male,752-75-4829,228-939-4559,Arthritis,Lisinopril,03577 Daniels Centers,Kristenport,CO,36046
P574559,Michelle,Harvey,1975-10-15,Female,043-33-3921,398-600-9724,Allergies,Naproxen,01869 Lee Springs,Jaimeborough,TN,77114
P76515,Catherine,Lewis,2001-06-03,Male,812-77-3011,318-247-2255,High Cholesterol,Ibuprofen,9938 Washington Passage,Alisonland,KY,03159
P983244,Kimberly,Brooks,1999-03-28,Male,369-98-6735,743-722-5869,High Cholesterol,Losartan,35012 Melissa Islands,Cookshire,DC,03696
P342179,Paul,Mitchell,1961-05-07,Male,558-39-6000,265-916-6684,Cough,Zanamivir,92762 Linda Manor,North Christopherchester,AL,89647
P649541,Edward,Johnson,1972-09-27,Male,514-30-3365,967-925-9900,Arthritis,Fluticasone,2632 Beard Forges,North Eric,ME,53713
P743834,Shawn,Riley,1946-05-31,Male,678-71-4840,481-311-6848,Acid Reflux,Topiramate,224 Lisa Forge Suite 788,Laurabury,HI,88164
P421027,Jennifer,Dudley,1982-10-17,Female,002-27-3204,532-249-2741,Cough,Loratadine,7765 Combs Center Apt. 250,South Martinmouth,ND,33985
P347462,Holly,Davis,1971-01-21,Female,702-91-8603,969-279-5101,Arthritis,Lisinopril,7616 Chase Road,West Lisashire,MP,20355
P492807,Brittany,Porter,2001-07-01,Male,178-28-5739,748-726-8995,Diabetes,Fluticasone,88026 Benjamin Pine,Allenburgh,TN,61400
P480691,Rebecca,Mccall,2001-11-15,Female,758-49-6247,721-980-5718,Arthritis,Rosuvastatin,6711 Patricia Station,East Spencershire,NJ,99950
P377207,John,Hall,1997-07-31,Female,413-81-4310,461-953-0396,Hypertension,Codeine,31092 Hubbard Ways,Douglastown,PW,82625
P679518,Daniel,Cox,1984-01-20,Female,881-08-1575,623-898-1163,High Cholesterol,Rosuvastatin,1386 Amy Motorway Apt. 301,Owensland,NV,73746
P883660,Chelsea,George,1982-06-10,Male,544-26-0734,394-276-6857,Migraine,Zolpidem,10961 Davidson Valleys,Matthewburgh,DC,20821
P975273,Nathan,Campbell,1967-09-20,Female,858-57-1481,466-866-6463,Arthritis,Amlodipine,9866 Smith Hills Suite 144,North Nathanchester,WY,02646
P136321,Emily,Leonard,1986-02-07,Female,190-81-7655,576-309-8575,Acid Reflux,Guaifenesin,69422 Christopher Estate Apt. 645,New Michael,GA,18489
P168425,Samuel,Alvarado,1954-07-11,Female,273-05-3644,654-268-1274,Depression,Loratadine,298 Rhodes Knolls,East Kelly,GU,80106
P665105,James,Fletcher,1965-01-30,Male,347-70-7600,682-274-2392,Cough,Losartan,30050 Joseph Avenue,Lake Monica,NH,92801
P686174,Pamela,Parks,1955-12-30,Male,635-02-4441,692-655-6146,Diabetes,Sertraline,3208 Douglas Drive Apt. 841,West Richard,NE,31077
P566429,Kimberly,Little,1954-08-28,Female,138-63-4798,999-559-4276,Hypertension,Metformin,257 Williams Burgs Apt. 062,South Lindsayhaven,OR,42354
P475377,Margaret,Reynolds,1998-02-24,Female,283-24-3747,480-918-9320,Asthma,Zolpidem,5096 Tammy Gardens Suite 318,West Peterhaven,SD,01345
P12697,Brendan,Shea,1994-12-26,Female,456-53-3731,460-333-0301,Insomnia,Rosuvastatin,45241 Nichole Fords,Michaelmouth,CT,97598
P197894,Caleb,Russell,1975-05-29,Female,097-01-9267,399-903-8246,Acid Reflux,Omeprazole,95781 Perez Parkways Suite 355,Isabellahaven,MA,83579
P574832,Kevin,Murray,1960-07-15,Female,028-15-0796,714-855-6319,Diabetes,Sumatriptan,92592 Medina Greens Suite 505,South Mark,NY,69881
P224004,Courtney,Farmer,1951-12-20,Male,787-87-2814,497-958-1677,Migraine,Lisinopril,164 Henry Courts,Chandlerview,NC,17907
P285456,Melanie,Reynolds,1995-07-15,Male,508-07-4282,253-311-4114,Flu,Atorvastatin,7139 Mclean Land,Bethville,NE,51109
P688397,Nancy,Mason,1990-09-22,Male,024-58-0063,936-284-1792,Depression,Losartan,1589 Robinson Port Suite 221,Kathleenview,MD,55397
P899015,Jeremy,Santos,1980-09-27,Male,002-28-4132,639-579-5401,Migraine,Escitalopram,18945 Lucas Stream Suite 920,Marymouth,LA,71787
P862336,Justin,Murphy,2005-05-14,Male,670-10-8158,566-792-3266,Asthma,Lisinopril,81721 Jeremy Crescent,Barnestown,MN,85666
P186277,James,Carpenter,1955-07-25,Male,268-56-3688,583-601-8718,Asthma,Oseltamivir,384 Gray Mountain,West Jameshaven,IA,15347
P596100,Alexandria,Koch,1978-03-31,Female,740-90-9983,446-555-2025,Diabetes,Cetirizine,2107 David Passage Suite 007,Josephfurt,CT,82175
P812791,Gabriel,Jefferson,1959-03-03,Male,774-35-4388,209-309-9624,Allergies,Topiramate,785 Thompson Row Apt. 053,North Jasmineborough,NH,25376
P310754,Julie,Brown,1960-07-15,Male,028-15-0796,506-275-2171,Acid Reflux,Fexofenadine,92592 Medina Greens Suite 505,South Mark,NY,69881
P297807,Adam,Dickson,1970-05-12,Male,572-63-5390,525-869-1501,Depression,Sumatriptan,496 Mckinney Summit Apt. 453,South Samantha,TX,72876
P828016,Christopher,Giles,1948-10-20,Male,338-50-2634,637-458-8486,Asthma,Dextromethorphan,734 William Spring,East Dean,MO,77051
P290040,Christopher,Harrison,1987-08-13,Female,569-09-6769,256-513-0334,Acid Reflux,Albuterol,1342 Samuel Turnpike Suite 080,Williamsberg,NC,45273
P765033,Cathy,Crawford,1949-05-09,Female,130-93-2334,432-539-8712,Allergies,Trazodone,36292 Donald Bypass Apt. 178,Rodriguezstad,PW,18610
P748360,Daniel,Reynolds,1995-01-24,Male,257-56-9282,827-810-0077,Depression,Topiramate,20955 Contreras Port Suite 072,Jacobsberg,NJ,52483
P553147,Bryan,Gonzalez,1947-06-25,Male,756-45-8929,708-424-1669,Diabetes,Simvastatin,388 Parks View Apt. 267,New Andreport,PR,47292
P76945,Joseph,Porter,1949-07-31,Male,003-70-5593,494-328-1346,Acid Reflux,Cetirizine,0525 Charles Glen,Victormouth,FM,98212
P460938,Carrie,Jenkins,1974-05-05,Male,044-58-5018,478-773-1465,Hypertension,Metformin,67766 Nathaniel Lock Apt. 921,South Scott,MH,55045
P127362,Sean,Wallace,1949-01-01,Male,504-38-7724,521-924-2433,High Cholesterol,Topiramate,263 Cannon Village Apt. 760,Michaelville,MT,29948
P16875,Daniel,Martinez,1987-06-30,Male,723-95-0596,755-495-6253,Hypertension,Doxepin,350 Bartlett Highway,Rachelstad,ND,54697
P118592,Susan,Murphy,1982-08-26,Male,162-09-0942,569-788-4151,Diabetes,Lisinopril,532 Ryan Ville Apt. 845,East Samuel,WV,45620
P325809,Natalie,Mccullough,1997-02-06,Male,853-89-9268,842-620-6230,Depression,Rosuvastatin,4374 Hughes Light,East Makaylahaven,NY,72135
P66556,Morgan,Bender,1990-09-22,Female,024-58-0063,828-203-7555,Acid Reflux,Zanamivir,1589 Robinson Port Suite 221,Kathleenview,MD,55397
P581058,Matthew,Park,1982-06-10,Male,544-26-0734,301-853-7793,High Cholesterol,Gliclazide,10961 Davidson Valleys,Matthewburgh,DC,20821
P405791,Donald,Keller,1982-02-18,Male,699-73-2131,438-726-5149,Migraine,Atorvastatin,66426 Martin Islands Apt. 679,West Lindsayborough,NM,55389
P413760,Allison,Shepherd,1969-10-14,Male,810-61-4900,813-963-4936,Asthma,Albuterol,015 Dana Terrace Apt. 631,West Manuel,VT,84360
P552485,Damon,Dodson,2005-03-13,Male,637-61-6758,570-701-6823,Allergies,Atorvastatin,9478 Tammy Expressway Suite 902,Richardshire,FL,60453
P466458,Zachary,Cole,2003-12-26,Female,232-23-6583,902-860-6044,Diabetes,Escitalopram,23332 Mcneil Bridge Apt. 446,South Amybury,MN,04392
P308773,Sarah,Gallagher,1973-09-21,Male,677-63-4091,699-368-3522,Insomnia,Omeprazole,985 Kelley Corner,Garrettchester,MO,48250
P519461,Amber,Patton,1995-11-26,Female,042-74-8783,898-253-2880,Migraine,Naproxen,797 Dana Knoll Suite 809,Port Joel,AL,37079
P736373,Bruce,Cortez,1985-02-18,Female,748-14-0194,364-530-2766,Allergies,Fluticasone,6099 Brandt Shoal,Coopertown,IN,34517
P689638,Jamie,Molina,1960-03-07,Female,827-73-1089,419-450-3156,Depression,Sertraline,648 Alexis Isle,Janestad,MP,49172
P661625,Katie,Cowan,1963-05-05,Female,262-09-7325,950-805-2338,Migraine,Losartan,0656 Adam Shore Apt. 185,Port Donna,IN,19862
P872193,Melissa,Reilly,1995-05-16,Male,345-73-5708,529-368-0244,Arthritis,Montelukast,14580 Ronald Ranch,New Meghan,MH,24422
P157150,David,Perez,1997-09-06,Female,205-13-9997,715-485-2707,Insomnia,Insulin,4649 Ashley Lakes,Lake Richard,CO,30881
P680984,Randy,Reed,1982-06-10,Female,544-26-0734,716-824-7269,Flu,Atorvastatin,10961 Davidson Valleys,Matthewburgh,DC,20821
P127196,Henry,Hurley,1985-12-30,Male,692-26-8303,658-657-9600,Allergies,Fluoxetine,922 Tara Unions Apt. 804,Tommymouth,MD,75173
P812850,Darlene,Goodwin,1953-04-14,Female,767-87-3464,752-532-8909,Hypertension,Omeprazole,87064 Navarro Causeway,South Juan,MH,69090
P550183,David,Mullins,1965-09-11,Male,348-60-6152,507-350-6552,Migraine,Omeprazole,6829 James Curve Apt. 793,Lake David,NJ,60034
P774790,Julie,Martin,1963-02-16,Female,050-58-8212,981-595-0161,Hypertension,Cetirizine,393 Cory Isle,Thomasbury,AZ,58658
P616950,Michael,Zimmerman,1944-11-17,Male,363-34-6266,299-990-7827,Allergies,Propranolol,191 Monroe Village Apt. 800,Port Ashley,MS,75578
P657582,Kyle,Wilson,2001-06-03,Female,812-77-3011,826-961-6660,Allergies,Metformin,9938 Washington Passage,Alisonland,KY,03159
P545301,Robin,Powell,1950-06-05,Male,561-88-7132,288-675-7471,High Cholesterol,Gliclazide,723 Morrison Canyon Suite 281,Jordanbury,VI,65558
P569430,Eric,Rose,1994-04-23,Female,608-71-0608,859-485-5853,Diabetes,Topiramate,95034 Goodman Highway,Port Rachelchester,AS,95576
P915234,Kristin,Taylor,1977-12-10,Female,019-56-9240,283-817-1317,Migraine,Lisinopril,15184 Thomas Islands Apt. 115,Port Staciemouth,CO,94943
P926858,Heather,Reid,1973-09-21,Male,677-63-4091,212-656-0805,Migraine,Zolpidem,985 Kelley Corner,Garrettchester,MO,48250
P249304,Tina,Elliott,1944-09-03,Male,817-14-4604,316-410-6196,Hypertension,Esomeprazole,81955 Young Rapid Suite 446,New Sharon,FL,57171
P308605,Susan,Perez,1946-05-31,Female,678-71-4840,856-958-6382,High Cholesterol,Codeine,224 Lisa Forge Suite 788,Laurabury,HI,88164
P681731,Anne,Cortez,2000-01-06,Male,711-91-2424,540-224-7525,High Cholesterol,Rosuvastatin,9305 Mark Islands,Lake William,HI,01416
P83188,Debra,Kim,1995-07-13,Female,488-03-5441,905-799-2296,Acid Reflux,Codeine,2909 Rebecca Ramp Suite 631,Middletonton,VA,55532
P988764,Jacob,Hancock,1952-01-18,Male,467-66-7951,307-750-4941,Cough,Loratadine,184 Mary Junction,East Paul,DC,66429
P414310,Amanda,Vasquez,1984-12-10,Female,256-79-1983,875-821-1569,Hypertension,Cetirizine,72464 Smith Ports,Johnstonburgh,CO,24857
P260218,James,Williams,1994-07-04,Female,866-90-6803,912-871-8411,Acid Reflux,Fexofenadine,439 Guerra Crossroad Suite 554,Swansonton,CO,49623
P355667,Cody,Fernandez,1951-11-13,Female,266-83-6819,565-934-9375,Hypertension,Gliclazide,672 Shawna Meadow,New Victoria,NJ,36792
P473148,Melvin,Anderson,1977-10-10,Male,587-81-2781,555-517-7695,Asthma,Escitalopram,18467 Russell Spring Apt. 122,Nicholasville,AK,15730
P373165,Peggy,Lambert,1946-08-09,Female,783-20-8201,669-311-9219,Asthma,Fexofenadine,51888 Jenkins Mountain Suite 162,Markside,NJ,88610
P676648,Yvonne,Johnson,1964-06-05,Female,475-78-0610,363-439-6841,Insomnia,Metformin,7977 Castillo Plaza,Bradleyside,KY,69749
P55041,Logan,Cole,1987-05-05,Male,560-59-4085,687-396-5041,Depression,Peramivir,2084 Sanchez Shore Suite 680,Wileyberg,GA,24643
P710635,Kimberly,Ochoa,1963-04-01,Female,308-20-5365,508-822-2883,Hypertension,Fexofenadine,84211 John Forest,North Barbarashire,TN,24072
P965545,Daniel,Martinez,2001-11-06,Female,437-84-3928,852-994-4177,Hypertension,Trazodone,5520 Sean Bypass,New Josephfort,OK,09649
P424952,Sabrina,Brooks,1997-01-19,Male,072-75-0335,752-296-2899,Migraine,Loratadine,90131 Erika Island Suite 180,Bradyhaven,KS,16680
P608282,Reginald,Curtis,1965-03-15,Female,114-06-5861,797-775-6919,High Cholesterol,Naproxen,1132 Reynolds Hills Suite 676,Ashleybury,CT,79991
P752945,Brittney,Yang,2005-09-23,Female,801-79-6949,974-727-7820,Migraine,Trazodone,29924 Johns Valley Apt. 234,Anthonyborough,MT,28701
P280941,Debra,Singh,2000-05-13,Female,638-06-5321,449-232-6106,Flu,Lisinopril,653 Alvarez Trace,South Justinville,SD,01556
P958108,Veronica,Pacheco,1998-08-24,Female,227-88-7200,451-676-0958,Migraine,Naproxen,32624 Corey Ports,Jeffreyborough,AR,02404
P198728,John,Gross,1950-03-11,Female,783-52-9579,311-884-8584,Hypertension,Naproxen,0207 Ramos Hollow Apt. 172,North Elizabeth,WA,76988
P251898,Samuel,Steele,1975-04-06,Male,420-94-6174,634-838-1051,Allergies,Zolpidem,20910 Chris Forge Suite 343,South Andrewmouth,MO,91710
P623020,Rachel,Fleming,1986-03-14,Male,804-34-9785,775-644-6761,Flu,Guaifenesin,6200 Nichols Well,North Michael,OR,01776
P633746,Jacob,Lopez,1962-08-16,Male,169-99-4567,565-290-1955,Acid Reflux,Cetirizine,47140 Lawrence Landing Suite 187,Port Tinaville,PW,41702
P143655,Matthew,Blair,1962-12-21,Male,553-80-7914,214-739-1886,Insomnia,Fluoxetine,691 Miller Street Apt. 099,East Ashleymouth,MI,14991
P416508,Alex,Robinson,1997-02-06,Male,853-89-9268,890-961-3561,Hypertension,Atorvastatin,4374 Hughes Light,East Makaylahaven,NY,72135
P339601,Brandy,Michael,1965-03-15,Male,114-06-5861,614-868-5185,Flu,Codeine,1132 Reynolds Hills Suite 676,Ashleybury,CT,79991
P501896,Catherine,Garrett,1943-11-16,Female,508-06-5825,375-300-8103,Arthritis,Doxepin,8203 French Glens Apt. 155,Brookehaven,PA,16975
P610863,Luis,Ponce,1943-03-22,Female,429-69-2483,327-570-2808,Cough,Celecoxib,085 Harper Row,South Richardborough,MP,77531
P404926,Robert,Jones,2003-06-17,Female,472-52-0824,865-259-8507,Acid Reflux,Gliclazide,2445 Jimenez Park Suite 190,Josetown,OR,51348
P172496,Thomas,Keller,1970-11-18,Female,567-65-3776,685-331-1043,Asthma,Esomeprazole,64299 Williams Ridges,East Christyhaven,PR,49343
P224749,Carlos,Kennedy,1952-07-08,Female,075-19-4371,364-899-0640,Cough,Trazodone,408 Krista Wall,New Stephanie,IN,58111
P55717,Heather,Friedman,1965-08-29,Female,012-27-9224,682-204-7752,Hypertension,Montelukast,799 Ariel Lights Apt. 068,West Nicholasfurt,CO,59811
P383727,Amy,Yoder,1988-10-28,Male,346-54-2734,367-778-0699,Acid Reflux,Sumatriptan,8596 Beth Port Suite 001,Lake Davidfurt,OH,00572
P312281,Julie,Hamilton,2004-10-11,Male,416-41-2056,552-681-5543,Depression,Guaifenesin,822 Darlene Highway,North Susan,PA,15068
P533101,Justin,Adams,1953-07-15,Male,844-77-4223,968-990-5586,Cough,Losartan,63667 April Extension,West Jeffreystad,VA,97289
P305037,Kurt,Nguyen,1995-05-16,Male,345-73-5708,398-784-7415,Allergies,Omeprazole,14580 Ronald Ranch,New Meghan,MH,24422
P17684,Julian,Reese,1986-05-23,Male,312-66-6704,900-527-8980,Cough,Fexofenadine,4727 Trujillo Neck,North Alexanderbury,IA,31865
P589091,Carl,Smith,1953-11-10,Female,048-43-7356,856-646-5519,Migraine,Oseltamivir,848 Taylor Crescent Apt. 366,Turnershire,OR,41001
P41723,Patricia,Barrett,2003-09-28,Male,215-02-6254,490-774-1910,Insomnia,Guaifenesin,72265 Hernandez Streets,Cynthiatown,OR,13814
P412887,Bruce,Moore,1993-11-21,Female,777-25-3516,365-492-0736,Allergies,Guaifenesin,4320 Aaron Trace Suite 046,Paulaview,ND,10067
P708449,Michael,Vaughan,1984-07-29,Female,229-42-4649,699-310-4911,Diabetes,Insulin,0525 Soto Curve Apt. 534,New John,MI,17014
P574472,Pamela,Phillips,1945-05-16,Male,701-65-9924,825-640-5371,Insomnia,Albuterol,9468 Melissa Spur,Port Shelbyton,CT,68884
P9813,Kimberly,Hicks,1955-09-29,Female,190-38-4780,779-756-7245,Migraine,Escitalopram,4038 Yang Square Apt. 660,Thompsonberg,MN,24973
P894262,Paul,Singh,1964-12-21,Female,605-74-9731,592-300-6235,Arthritis,Montelukast,304 Johnson Drive,New Logan,ND,32254
